"Time (s) Run #4","Temperature (°C) Run #4"
261.000,87.0
261.050,87.0
261.100,87.0
261.150,87.0
261.200,87.0
261.250,87.0
261.300,87.0
261.350,87.0
261.400,87.0
261.450,87.0
261.500,87.0
261.550,87.0
261.600,87.0
261.650,87.0
261.700,87.0
261.750,87.0
261.800,87.0
261.850,87.0
261.900,87.0
261.950,87.0
262.000,87.0
262.050,87.0
262.100,87.0
262.150,87.0
262.200,87.1
262.250,87.1
262.300,87.1
262.350,87.1
262.400,87.1
262.450,87.1
262.500,87.1
262.550,87.1
262.600,87.1
262.650,87.1
262.700,87.1
262.750,87.1
262.800,87.1
262.850,87.1
262.900,87.1
262.950,87.1
263.000,87.1
263.050,87.1
263.100,87.1
263.150,87.1
263.200,87.1
263.250,87.1
263.300,87.1
263.350,87.1
263.400,87.1
263.450,87.1
263.500,87.1
263.550,87.1
263.600,87.1
263.650,87.1
263.700,87.1
263.750,87.1
263.800,87.1
263.850,87.1
263.900,87.1
263.950,87.1
264.000,87.2
264.050,87.2
264.100,87.2
264.150,87.2
264.200,87.2
264.250,87.2
264.300,87.2
264.350,87.1
264.400,87.2
264.450,87.1
264.500,87.1
264.550,87.1
264.600,87.1
264.650,87.1
264.700,87.1
264.750,87.1
264.800,87.1
264.850,87.1
264.900,87.1
264.950,87.1
265.000,87.1
265.050,87.1
265.100,87.1
265.150,87.1
265.200,87.1
265.250,87.1
265.300,87.1
265.350,87.1
265.400,87.1
265.450,87.1
265.500,87.1
265.550,87.1
265.600,87.1
265.650,87.1
265.700,87.1
265.750,87.1
265.800,87.0
265.850,87.0
265.900,87.0
265.950,87.0
266.000,87.0
266.050,87.0
266.100,87.0
266.150,87.0
266.200,87.0
266.250,87.0
266.300,87.0
266.350,87.0
266.400,87.0
266.450,87.0
266.500,87.0
266.550,87.0
266.600,87.0
266.650,87.0
266.700,87.0
266.750,87.0
266.800,86.9
266.850,86.9
266.900,86.9
266.950,86.9
267.000,86.9
267.050,86.9
267.100,86.9
267.150,86.9
267.200,86.9
267.250,86.9
267.300,86.9
267.350,86.9
267.400,86.9
267.450,86.9
267.500,86.9
267.550,86.9
267.600,86.9
267.650,86.9
267.700,86.9
267.750,86.9
267.800,86.9
267.850,86.9
267.900,86.9
267.950,86.8
268.000,86.8
268.050,86.8
268.100,86.8
268.150,86.8
268.200,86.8
268.250,86.8
268.300,86.8
268.350,86.8
268.400,86.8
268.450,86.8
268.500,86.8
268.550,86.8
268.600,86.8
268.650,86.8
268.700,86.8
268.750,86.8
268.800,86.8
268.850,86.8
268.900,86.8
268.950,86.8
269.000,86.8
269.050,86.8
269.100,86.8
269.150,86.8
269.200,86.8
269.250,86.8
269.300,86.8
269.350,86.8
269.400,86.7
269.450,86.7
269.500,86.7
269.550,86.7
269.600,86.7
269.650,86.7
269.700,86.7
269.750,86.7
269.800,86.7
269.850,86.7
269.900,86.7
269.950,86.7
270.000,86.7
270.050,86.7
270.100,86.7
270.150,86.7
270.200,86.7
270.250,86.7
270.300,86.7
270.350,86.7
270.400,86.7
270.450,86.7
270.500,86.7
270.550,86.7
270.600,86.7
270.650,86.7
270.700,86.7
270.750,86.7
270.800,86.7
270.850,86.7
270.900,86.7
270.950,86.7
271.000,86.7
271.050,86.7
271.100,86.6
271.150,86.6
271.200,86.6
271.250,86.6
271.300,86.6
271.350,86.6
271.400,86.6
271.450,86.6
271.500,86.6
271.550,86.6
271.600,86.6
271.650,86.6
271.700,86.6
271.750,86.6
271.800,86.6
271.850,86.6
271.900,86.6
271.950,86.6
272.000,86.6
272.050,86.6
272.100,86.6
272.150,86.6
272.200,86.6
272.250,86.5
272.300,86.5
272.350,86.5
272.400,86.5
272.450,86.5
272.500,86.5
272.550,86.5
272.600,86.5
272.650,86.5
272.700,86.5
272.750,86.5
272.800,86.5
272.850,86.5
272.900,86.5
272.950,86.5
273.000,86.5
273.050,86.5
273.100,86.5
273.150,86.5
273.200,86.5
273.250,86.5
273.300,86.5
273.350,86.5
273.400,86.5
273.450,86.5
273.500,86.5
273.550,86.5
273.600,86.5
273.650,86.5
273.700,86.5
273.750,86.5
273.800,86.5
273.850,86.5
273.900,86.5
273.950,86.5
274.000,86.5
274.050,86.5
274.100,86.5
274.150,86.5
274.200,86.5
274.250,86.5
274.300,86.5
274.350,86.5
274.400,86.5
274.450,86.5
274.500,86.5
274.550,86.5
274.600,86.5
274.650,86.5
274.700,86.5
274.750,86.5
274.800,86.5
274.850,86.5
274.900,86.5
274.950,86.5
275.000,86.5
275.050,86.5
275.100,86.6
275.150,86.5
275.200,86.5
275.250,86.6
275.300,86.5
275.350,86.6
275.400,86.6
275.450,86.6
275.500,86.6
275.550,86.6
275.600,86.6
275.650,86.6
275.700,86.6
275.750,86.6
275.800,86.6
275.850,86.6
275.900,86.6
275.950,86.6
276.000,86.5
276.050,86.6
276.100,86.5
276.150,86.5
276.200,86.6
276.250,86.5
276.300,86.5
276.350,86.5
276.400,86.5
276.450,86.5
276.500,86.5
276.550,86.5
276.600,86.5
276.650,86.5
276.700,86.5
276.750,86.5
276.800,86.5
276.850,86.5
276.900,86.5
276.950,86.5
277.000,86.5
277.050,86.5
277.100,86.5
277.150,86.5
277.200,86.5
277.250,86.5
277.300,86.5
277.350,86.5
277.400,86.5
277.450,86.5
277.500,86.5
277.550,86.5
277.600,86.5
277.650,86.4
277.700,86.4
277.750,86.4
277.800,86.4
277.850,86.4
277.900,86.4
277.950,86.4
278.000,86.4
278.050,86.4
278.100,86.4
278.150,86.4
278.200,86.4
278.250,86.4
278.300,86.4
278.350,86.4
278.400,86.4
278.450,86.4
278.500,86.4
278.550,86.4
278.600,86.4
278.650,86.3
278.700,86.4
278.750,86.3
278.800,86.3
278.850,86.3
278.900,86.3
278.950,86.3
279.000,86.3
279.050,86.3
279.100,86.3
279.150,86.3
279.200,86.3
279.250,86.3
279.300,86.3
279.350,86.3
279.400,86.3
279.450,86.3
279.500,86.3
279.550,86.3
279.600,86.3
279.650,86.3
279.700,86.3
279.750,86.3
279.800,86.3
279.850,86.3
279.900,86.3
279.950,86.3
280.000,86.3
280.050,86.3
280.100,86.3
280.150,86.3
280.200,86.3
280.250,86.3
280.300,86.3
280.350,86.3
280.400,86.3
280.450,86.3
280.500,86.3
280.550,86.3
280.600,86.3
280.650,86.3
280.700,86.3
280.750,86.3
280.800,86.3
280.850,86.3
280.900,86.3
280.950,86.3
281.000,86.3
281.050,86.3
281.100,86.3
281.150,86.3
281.200,86.3
281.250,86.3
281.300,86.3
281.350,86.3
281.400,86.3
281.450,86.3
281.500,86.3
281.550,86.3
281.600,86.3
281.650,86.3
281.700,86.3
281.750,86.3
281.800,86.3
281.850,86.3
281.900,86.3
281.950,86.3
282.000,86.3
282.050,86.3
282.100,86.3
282.150,86.3
282.200,86.3
282.250,86.2
282.300,86.2
282.350,86.2
282.400,86.2
282.450,86.2
282.500,86.2
282.550,86.2
282.600,86.2
282.650,86.2
282.700,86.2
282.750,86.2
282.800,86.2
282.850,86.2
282.900,86.2
282.950,86.2
283.000,86.2
283.050,86.2
283.100,86.2
283.150,86.2
283.200,86.2
283.250,86.2
283.300,86.2
283.350,86.2
283.400,86.1
283.450,86.1
283.500,86.1
283.550,86.1
283.600,86.1
283.650,86.1
283.700,86.1
283.750,86.1
283.800,86.1
283.850,86.1
283.900,86.1
283.950,86.1
284.000,86.1
284.050,86.1
284.100,86.1
284.150,86.1
284.200,86.1
284.250,86.1
284.300,86.1
284.350,86.1
284.400,86.0
284.450,86.0
284.500,86.0
284.550,86.0
284.600,86.0
284.650,86.0
284.700,86.0
284.750,86.0
284.800,86.0
284.850,86.1
284.900,86.1
284.950,86.1
285.000,86.1
285.050,86.1
285.100,86.1
285.150,86.1
285.200,86.1
285.250,86.1
285.300,86.1
285.350,86.1
285.400,86.1
285.450,86.1
285.500,86.1
285.550,86.1
285.600,86.1
285.650,86.1
285.700,86.1
285.750,86.1
285.800,86.1
285.850,86.1
285.900,86.2
285.950,86.2
286.000,86.2
286.050,86.2
286.100,86.2
286.150,86.2
286.200,86.2
286.250,86.2
286.300,86.2
286.350,86.2
286.400,86.2
286.450,86.2
286.500,86.2
286.550,86.2
286.600,86.2
286.650,86.2
286.700,86.2
286.750,86.2
286.800,86.2
286.850,86.2
286.900,86.2
286.950,86.2
287.000,86.2
287.050,86.2
287.100,86.2
287.150,86.2
287.200,86.2
287.250,86.2
287.300,86.2
287.350,86.2
287.400,86.2
287.450,86.2
287.500,86.2
287.550,86.2
287.600,86.1
287.650,86.2
287.700,86.2
287.750,86.2
287.800,86.2
287.850,86.1
287.900,86.1
287.950,86.1
288.000,86.1
288.050,86.1
288.100,86.1
288.150,86.1
288.200,86.1
288.250,86.1
288.300,86.1
288.350,86.1
288.400,86.1
288.450,86.1
288.500,86.1
288.550,86.1
288.600,86.1
288.650,86.1
288.700,86.1
288.750,86.1
288.800,86.1
288.850,86.1
288.900,86.1
288.950,86.1
289.000,86.1
289.050,86.1
289.100,86.1
289.150,86.1
289.200,86.1
289.250,86.1
289.300,86.1
289.350,86.1
289.400,86.1
289.450,86.1
289.500,86.1
289.550,86.1
289.600,86.0
289.650,86.0
289.700,86.0
289.750,86.0
289.800,86.0
289.850,86.0
289.900,86.0
289.950,86.0
290.000,86.0
290.050,86.0
290.100,86.0
290.150,86.0
290.200,86.0
290.250,86.0
290.300,86.0
290.350,86.0
290.400,86.0
290.450,86.0
290.500,86.0
290.550,86.0
290.600,86.0
290.650,86.0
290.700,86.0
290.750,86.0
290.800,86.0
290.850,86.0
290.900,86.0
290.950,86.0
291.000,86.0
291.050,86.0
291.100,86.0
291.150,86.0
291.200,86.0
291.250,86.0
291.300,86.0
291.350,86.0
291.400,86.0
291.450,86.0
291.500,86.0
291.550,86.0
291.600,86.0
291.650,86.0
291.700,86.0
291.750,86.0
291.800,86.0
291.850,86.0
291.900,86.0
291.950,86.0
292.000,86.0
292.050,86.0
292.100,86.0
292.150,86.0
292.200,86.0
292.250,86.0
292.300,86.0
292.350,86.0
292.400,86.0
292.450,86.0
292.500,86.0
292.550,86.0
292.600,86.0
292.650,86.0
292.700,86.0
292.750,86.0
292.800,86.0
292.850,86.0
292.900,86.0
292.950,86.0
293.000,86.0
293.050,86.0
293.100,86.0
293.150,86.0
293.200,86.0
293.250,86.0
293.300,86.0
293.350,86.0
293.400,86.0
293.450,86.0
293.500,86.0
293.550,85.9
293.600,85.9
293.650,85.9
293.700,85.9
293.750,85.9
293.800,85.9
293.850,85.9
293.900,85.9
293.950,85.9
294.000,85.9
294.050,85.9
294.100,85.9
294.150,85.9
294.200,85.9
294.250,85.9
294.300,85.9
294.350,85.9
294.400,85.9
294.450,85.9
294.500,85.9
294.550,85.9
294.600,85.9
294.650,85.9
294.700,85.9
294.750,85.9
294.800,85.9
294.850,85.9
294.900,85.9
294.950,85.8
295.000,85.8
295.050,85.8
295.100,85.8
295.150,85.8
295.200,85.8
295.250,85.8
295.300,85.8
295.350,85.8
295.400,85.8
295.450,85.8
295.500,85.8
295.550,85.8
295.600,85.8
295.650,85.8
295.700,85.8
295.750,85.8
295.800,85.8
295.850,85.8
295.900,85.8
295.950,85.8
296.000,85.8
296.050,85.8
296.100,85.8
296.150,85.7
296.200,85.7
296.250,85.7
296.300,85.7
296.350,85.7
296.400,85.7
296.450,85.7
296.500,85.7
296.550,85.7
296.600,85.7
296.650,85.7
296.700,85.7
296.750,85.7
296.800,85.7
296.850,85.7
296.900,85.7
296.950,85.7
297.000,85.7
297.050,85.7
297.100,85.7
297.150,85.7
297.200,85.7
297.250,85.7
297.300,85.7
297.350,85.7
297.400,85.7
297.450,85.7
297.500,85.7
297.550,85.7
297.600,85.7
297.650,85.7
297.700,85.7
297.750,85.7
297.800,85.7
297.850,85.7
297.900,85.7
297.950,85.7
298.000,85.7
298.050,85.7
298.100,85.7
298.150,85.7
298.200,85.7
298.250,85.7
298.300,85.7
298.350,85.7
298.400,85.7
298.450,85.7
298.500,85.7
298.550,85.7
298.600,85.7
298.650,85.7
298.700,85.7
298.750,85.7
298.800,85.7
298.850,85.7
298.900,85.7
298.950,85.7
299.000,85.7
299.050,85.7
299.100,85.7
299.150,85.7
299.200,85.6
299.250,85.6
299.300,85.7
299.350,85.6
299.400,85.7
299.450,85.7
299.500,85.6
299.550,85.6
299.600,85.6
299.650,85.6
299.700,85.6
299.750,85.6
299.800,85.6
299.850,85.6
299.900,85.6
299.950,85.6
300.000,85.6
300.050,85.6
300.100,85.6
300.150,85.6
300.200,85.6
300.250,85.6
300.300,85.6
300.350,85.6
300.400,85.6
300.450,85.6
300.500,85.6
300.550,85.6
300.600,85.6
300.650,85.6
300.700,85.6
300.750,85.6
300.800,85.6
300.850,85.6
300.900,85.5
300.950,85.5
301.000,85.5
301.050,85.5
301.100,85.5
301.150,85.5
301.200,85.5
301.250,85.5
301.300,85.5
301.350,85.5
301.400,85.5
301.450,85.5
301.500,85.5
301.550,85.5
301.600,85.5
301.650,85.5
301.700,85.5
301.750,85.5
301.800,85.5
301.850,85.5
301.900,85.5
301.950,85.5
302.000,85.5
302.050,85.5
302.100,85.5
302.150,85.5
302.200,85.5
302.250,85.5
302.300,85.5
302.350,85.5
302.400,85.5
302.450,85.5
302.500,85.5
302.550,85.5
302.600,85.5
302.650,85.5
302.700,85.5
302.750,85.5
302.800,85.5
302.850,85.5
302.900,85.5
302.950,85.5
303.000,85.5
303.050,85.5
303.100,85.5
303.150,85.5
303.200,85.5
303.250,85.5
303.300,85.5
303.350,85.5
303.400,85.5
303.450,85.5
303.500,85.5
303.550,85.5
303.600,85.5
303.650,85.5
303.700,85.5
303.750,85.5
303.800,85.5
303.850,85.5
303.900,85.5
303.950,85.5
304.000,85.5
304.050,85.5
304.100,85.5
304.150,85.5
304.200,85.5
304.250,85.5
304.300,85.5
304.350,85.5
304.400,85.5
304.450,85.4
304.500,85.4
304.550,85.4
304.600,85.4
304.650,85.4
304.700,85.4
304.750,85.4
304.800,85.4
304.850,85.4
304.900,85.4
304.950,85.4
305.000,85.4
305.050,85.4
305.100,85.4
305.150,85.4
305.200,85.4
305.250,85.4
305.300,85.3
305.350,85.3
305.400,85.3
305.450,85.3
305.500,85.3
305.550,85.3
305.600,85.3
305.650,85.3
305.700,85.3
305.750,85.3
305.800,85.3
305.850,85.3
305.900,85.3
305.950,85.3
306.000,85.3
306.050,85.3
306.100,85.3
306.150,85.3
306.200,85.2
306.250,85.2
306.300,85.2
306.350,85.2
306.400,85.2
306.450,85.2
306.500,85.2
306.550,85.2
306.600,85.2
306.650,85.2
306.700,85.2
306.750,85.2
306.800,85.2
306.850,85.2
306.900,85.2
306.950,85.2
307.000,85.2
307.050,85.2
307.100,85.2
307.150,85.2
307.200,85.2
307.250,85.2
307.300,85.2
307.350,85.2
307.400,85.2
307.450,85.2
307.500,85.2
307.550,85.2
307.600,85.2
307.650,85.2
307.700,85.2
307.750,85.1
307.800,85.1
307.850,85.1
307.900,85.1
307.950,85.1
308.000,85.1
308.050,85.1
308.100,85.1
308.150,85.1
308.200,85.1
308.250,85.1
308.300,85.1
308.350,85.1
308.400,85.1
308.450,85.1
308.500,85.1
308.550,85.1
308.600,85.1
308.650,85.1
308.700,85.1
308.750,85.1
308.800,85.1
308.850,85.1
308.900,85.1
308.950,85.1
309.000,85.1
309.050,85.1
309.100,85.1
309.150,85.1
309.200,85.1
309.250,85.1
309.300,85.0
309.350,85.0
309.400,85.0
309.450,85.0
309.500,85.0
309.550,85.0
309.600,85.0
309.650,85.0
309.700,85.0
309.750,85.0
309.800,85.0
309.850,85.0
309.900,85.0
309.950,85.0
310.000,85.0
310.050,85.0
310.100,85.0
310.150,85.0
310.200,85.0
310.250,85.0
310.300,85.0
310.350,85.0
310.400,85.0
310.450,85.0
310.500,85.0
310.550,85.0
310.600,85.0
310.650,85.0
310.700,85.0
310.750,85.0
310.800,85.0
310.850,84.9
310.900,84.9
310.950,84.9
311.000,84.9
311.050,84.9
311.100,84.9
311.150,84.9
311.200,84.9
311.250,84.9
311.300,84.9
311.350,84.9
311.400,84.9
311.450,84.9
311.500,84.9
311.550,84.9
311.600,84.9
311.650,84.9
311.700,84.9
311.750,84.9
311.800,84.9
311.850,84.9
311.900,84.9
311.950,84.9
312.000,84.9
312.050,84.9
312.100,84.9
312.150,84.9
312.200,84.9
312.250,84.9
312.300,84.9
312.350,84.9
312.400,84.9
312.450,84.9
312.500,84.9
312.550,84.9
312.600,84.9
312.650,84.9
312.700,84.9
312.750,84.9
312.800,84.9
312.850,84.9
312.900,84.9
312.950,84.9
313.000,84.9
313.050,84.9
313.100,84.9
313.150,84.9
313.200,84.9
313.250,84.9
313.300,84.9
313.350,84.9
313.400,84.9
313.450,84.9
313.500,84.8
313.550,84.9
313.600,84.9
313.650,84.8
313.700,84.8
313.750,84.8
313.800,84.8
313.850,84.8
313.900,84.8
313.950,84.8
314.000,84.8
314.050,84.8
314.100,84.8
314.150,84.8
314.200,84.8
314.250,84.8
314.300,84.8
314.350,84.8
314.400,84.8
314.450,84.8
314.500,84.8
314.550,84.8
314.600,84.8
314.650,84.8
314.700,84.8
314.750,84.8
314.800,84.8
314.850,84.8
314.900,84.8
314.950,84.8
315.000,84.8
315.050,84.8
315.100,84.8
315.150,84.8
315.200,84.7
315.250,84.7
315.300,84.7
315.350,84.7
315.400,84.7
315.450,84.7
315.500,84.7
315.550,84.7
315.600,84.7
315.650,84.7
315.700,84.7
315.750,84.7
315.800,84.7
315.850,84.7
315.900,84.7
315.950,84.7
316.000,84.7
316.050,84.7
316.100,84.7
316.150,84.7
316.200,84.7
316.250,84.7
316.300,84.7
316.350,84.7
316.400,84.7
316.450,84.7
316.500,84.7
316.550,84.7
316.600,84.7
316.650,84.7
316.700,84.7
316.750,84.7
316.800,84.7
316.850,84.7
316.900,84.7
316.950,84.7
317.000,84.7
317.050,84.7
317.100,84.7
317.150,84.7
317.200,84.7
317.250,84.7
317.300,84.7
317.350,84.7
317.400,84.7
317.450,84.7
317.500,84.7
317.550,84.7
317.600,84.7
317.650,84.7
317.700,84.7
317.750,84.7
317.800,84.7
317.850,84.7
317.900,84.7
317.950,84.7
318.000,84.7
318.050,84.8
318.100,84.8
318.150,84.8
318.200,84.8
318.250,84.8
318.300,84.8
318.350,84.8
318.400,84.8
318.450,84.8
318.500,84.8
318.550,84.8
318.600,84.8
318.650,84.8
318.700,84.8
318.750,84.8
318.800,84.8
318.850,84.8
318.900,84.8
318.950,84.8
319.000,84.8
319.050,84.8
319.100,84.8
319.150,84.8
319.200,84.7
319.250,84.7
319.300,84.7
319.350,84.7
319.400,84.7
319.450,84.7
319.500,84.7
319.550,84.7
319.600,84.7
319.650,84.7
319.700,84.7
319.750,84.7
319.800,84.7
319.850,84.7
319.900,84.7
319.950,84.7
320.000,84.7
320.050,84.7
320.100,84.7
320.150,84.7
320.200,84.7
320.250,84.7
320.300,84.7
320.350,84.7
320.400,84.7
320.450,84.7
320.500,84.7
320.550,84.7
320.600,84.7
320.650,84.7
320.700,84.6
320.750,84.6
320.800,84.6
320.850,84.6
320.900,84.6
320.950,84.6
321.000,84.6
321.050,84.6
321.100,84.6
321.150,84.6
321.200,84.6
321.250,84.6
321.300,84.6
321.350,84.6
321.400,84.6
321.450,84.6
321.500,84.6
321.550,84.6
321.600,84.6
321.650,84.6
321.700,84.6
321.750,84.6
321.800,84.6
321.850,84.6
321.900,84.6
321.950,84.6
322.000,84.6
322.050,84.6
322.100,84.6
322.150,84.6
322.200,84.6
322.250,84.6
322.300,84.6
322.350,84.6
322.400,84.6
322.450,84.5
322.500,84.5
322.550,84.5
322.600,84.5
322.650,84.5
322.700,84.5
322.750,84.5
322.800,84.5
322.850,84.5
322.900,84.5
322.950,84.5
323.000,84.5
323.050,84.5
323.100,84.5
323.150,84.5
323.200,84.5
323.250,84.5
323.300,84.5
323.350,84.5
323.400,84.5
323.450,84.5
323.500,84.5
323.550,84.5
323.600,84.5
323.650,84.5
323.700,84.5
323.750,84.5
323.800,84.5
323.850,84.5
323.900,84.5
323.950,84.5
324.000,84.5
324.050,84.5
324.100,84.5
324.150,84.5
324.200,84.5
324.250,84.5
324.300,84.5
324.350,84.4
324.400,84.5
324.450,84.4
324.500,84.4
324.550,84.4
324.600,84.4
324.650,84.4
324.700,84.4
324.750,84.4
324.800,84.4
324.850,84.4
324.900,84.4
324.950,84.4
325.000,84.4
325.050,84.4
325.100,84.4
325.150,84.4
325.200,84.4
325.250,84.5
325.300,84.5
325.350,84.5
325.400,84.5
325.450,84.5
325.500,84.5
325.550,84.5
325.600,84.5
325.650,84.5
325.700,84.5
325.750,84.5
325.800,84.5
325.850,84.5
325.900,84.5
325.950,84.5
326.000,84.5
326.050,84.5
326.100,84.5
326.150,84.4
326.200,84.4
326.250,84.4
326.300,84.4
326.350,84.4
326.400,84.4
326.450,84.4
326.500,84.4
326.550,84.4
326.600,84.4
326.650,84.4
326.700,84.4
326.750,84.4
326.800,84.4
326.850,84.4
326.900,84.4
326.950,84.4
327.000,84.4
327.050,84.4
327.100,84.4
327.150,84.4
327.200,84.4
327.250,84.4
327.300,84.4
327.350,84.3
327.400,84.3
327.450,84.3
327.500,84.3
327.550,84.3
327.600,84.3
327.650,84.3
327.700,84.3
327.750,84.3
327.800,84.3
327.850,84.3
327.900,84.3
327.950,84.3
328.000,84.3
328.050,84.3
328.100,84.3
328.150,84.3
328.200,84.3
328.250,84.2
328.300,84.2
328.350,84.2
328.400,84.2
328.450,84.2
328.500,84.2
328.550,84.2
328.600,84.2
328.650,84.2
328.700,84.2
328.750,84.2
328.800,84.2
328.850,84.2
328.900,84.2
328.950,84.2
329.000,84.2
329.050,84.2
329.100,84.2
329.150,84.2
329.200,84.2
329.250,84.2
329.300,84.2
329.350,84.2
329.400,84.2
329.450,84.2
329.500,84.2
329.550,84.2
329.600,84.2
329.650,84.2
329.700,84.2
329.750,84.1
329.800,84.1
329.850,84.1
329.900,84.1
329.950,84.1
330.000,84.1
330.050,84.1
330.100,84.1
330.150,84.1
330.200,84.1
330.250,84.1
330.300,84.1
330.350,84.1
330.400,84.1
330.450,84.1
330.500,84.1
330.550,84.1
330.600,84.1
330.650,84.1
330.700,84.1
330.750,84.1
330.800,84.1
330.850,84.1
330.900,84.1
330.950,84.1
331.000,84.1
331.050,84.1
331.100,84.1
331.150,84.1
331.200,84.1
331.250,84.1
331.300,84.1
331.350,84.1
331.400,84.1
331.450,84.1
331.500,84.1
331.550,84.1
331.600,84.1
331.650,84.1
331.700,84.1
331.750,84.1
331.800,84.1
331.850,84.1
331.900,84.1
331.950,84.1
332.000,84.1
332.050,84.1
332.100,84.1
332.150,84.2
332.200,84.2
332.250,84.2
332.300,84.2
332.350,84.2
332.400,84.2
332.450,84.2
332.500,84.2
332.550,84.2
332.600,84.2
332.650,84.2
332.700,84.2
332.750,84.2
332.800,84.2
332.850,84.2
332.900,84.2
332.950,84.2
333.000,84.2
333.050,84.2
333.100,84.2
333.150,84.2
333.200,84.2
333.250,84.2
333.300,84.2
333.350,84.2
333.400,84.2
333.450,84.2
333.500,84.2
333.550,84.2
333.600,84.2
333.650,84.2
333.700,84.2
333.750,84.2
333.800,84.2
333.850,84.2
333.900,84.2
333.950,84.2
334.000,84.2
334.050,84.2
334.100,84.2
334.150,84.2
334.200,84.2
334.250,84.2
334.300,84.2
334.350,84.2
334.400,84.2
334.450,84.2
334.500,84.2
334.550,84.2
334.600,84.2
334.650,84.2
334.700,84.2
334.750,84.2
334.800,84.2
334.850,84.2
334.900,84.2
334.950,84.2
335.000,84.2
335.050,84.2
335.100,84.2
335.150,84.2
335.200,84.2
335.250,84.2
335.300,84.2
335.350,84.2
335.400,84.2
335.450,84.2
335.500,84.2
335.550,84.2
335.600,84.2
335.650,84.2
335.700,84.2
335.750,84.2
335.800,84.2
335.850,84.2
335.900,84.2
335.950,84.3
336.000,84.3
336.050,84.2
336.100,84.2
336.150,84.3
336.200,84.3
336.250,84.3
336.300,84.3
336.350,84.3
336.400,84.3
336.450,84.3
336.500,84.3
336.550,84.3
336.600,84.3
336.650,84.3
336.700,84.3
336.750,84.3
336.800,84.3
336.850,84.3
336.900,84.3
336.950,84.3
337.000,84.3
337.050,84.3
337.100,84.3
337.150,84.3
337.200,84.3
337.250,84.3
337.300,84.3
337.350,84.3
337.400,84.3
337.450,84.3
337.500,84.3
337.550,84.3
337.600,84.3
337.650,84.3
337.700,84.3
337.750,84.3
337.800,84.3
337.850,84.3
337.900,84.3
337.950,84.3
338.000,84.3
338.050,84.3
338.100,84.3
338.150,84.3
338.200,84.3
338.250,84.3
338.300,84.3
338.350,84.3
338.400,84.3
338.450,84.3
338.500,84.3
338.550,84.3
338.600,84.3
338.650,84.3
338.700,84.3
338.750,84.3
338.800,84.3
338.850,84.3
338.900,84.2
338.950,84.2
339.000,84.2
339.050,84.2
339.100,84.2
339.150,84.2
339.200,84.2
339.250,84.2
339.300,84.2
339.350,84.2
339.400,84.2
339.450,84.2
339.500,84.2
339.550,84.2
339.600,84.2
339.650,84.2
339.700,84.2
339.750,84.2
339.800,84.1
339.850,84.1
339.900,84.1
339.950,84.1
340.000,84.1
340.050,84.1
340.100,84.1
340.150,84.1
340.200,84.1
340.250,84.1
340.300,84.1
340.350,84.1
340.400,84.1
340.450,84.1
340.500,84.1
340.550,84.1
340.600,84.1
340.650,84.1
340.700,84.1
340.750,84.1
340.800,84.1
340.850,84.1
340.900,84.1
340.950,84.1
341.000,84.1
341.050,84.1
341.100,84.1
341.150,84.1
341.200,84.1
341.250,84.1
341.300,84.1
341.350,84.1
341.400,84.1
341.450,84.1
341.500,84.1
341.550,84.1
341.600,84.1
341.650,84.1
341.700,84.1
341.750,84.1
341.800,84.1
341.850,84.1
341.900,84.1
341.950,84.1
342.000,84.1
342.050,84.1
342.100,84.1
342.150,84.1
342.200,84.1
342.250,84.1
342.300,84.1
342.350,84.1
342.400,84.1
342.450,84.1
342.500,84.1
342.550,84.1
342.600,84.1
342.650,84.1
342.700,84.1
342.750,84.1
342.800,84.1
342.850,84.1
342.900,84.1
342.950,84.1
343.000,84.1
343.050,84.1
343.100,84.1
343.150,84.1
343.200,84.1
343.250,84.1
343.300,84.1
343.350,84.1
343.400,84.1
343.450,84.1
343.500,84.1
343.550,84.1
343.600,84.1
343.650,84.1
343.700,84.1
343.750,84.1
343.800,84.1
343.850,84.1
343.900,84.1
343.950,84.1
344.000,84.0
344.050,84.0
344.100,84.0
344.150,84.0
344.200,84.0
344.250,84.0
344.300,84.0
344.350,84.0
344.400,84.0
344.450,84.0
344.500,84.0
344.550,84.0
344.600,84.0
344.650,84.0
344.700,84.0
344.750,84.0
344.800,84.0
344.850,84.0
344.900,83.9
344.950,83.9
345.000,83.9
345.050,83.9
345.100,83.9
345.150,83.9
345.200,83.9
345.250,83.9
345.300,83.9
345.350,83.9
345.400,83.9
345.450,83.9
345.500,83.9
345.550,83.8
345.600,83.8
345.650,83.8
345.700,83.8
345.750,83.8
345.800,83.8
345.850,83.8
345.900,83.8
345.950,83.8
346.000,83.8
346.050,83.8
346.100,83.7
346.150,83.7
346.200,83.7
346.250,83.7
346.300,83.7
346.350,83.7
346.400,83.7
346.450,83.7
346.500,83.7
346.550,83.7
346.600,83.7
346.650,83.7
346.700,83.6
346.750,83.6
346.800,83.6
346.850,83.6
346.900,83.6
346.950,83.6
347.000,83.6
347.050,83.6
347.100,83.6
347.150,83.6
347.200,83.6
347.250,83.6
347.300,83.6
347.350,83.5
347.400,83.5
347.450,83.5
347.500,83.5
347.550,83.5
347.600,83.5
347.650,83.5
347.700,83.5
347.750,83.5
347.800,83.5
347.850,83.5
347.900,83.5
347.950,83.5
348.000,83.5
348.050,83.5
348.100,83.5
348.150,83.5
348.200,83.5
348.250,83.5
